LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,TOOLTIP,SOURCE,SOURCE URL,2011,2012,2013,2014,2015,2016,LEVEL
COMMUNITY DEVELOPMENT,HOME 99-00,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 99-00,INVESTMENT INCOME,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 99-00,DISTRIBUTED INTEREST,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 99-00,SALE OF PROPERTY,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 99-00,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 99-00,AMRINATIONAL HOUSING LOANS DIS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 99-00,LOAN ORIGINATION FEE,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 99-00,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 99-00 Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,HOME 00-01,FEDERAL GRANTS,,,,,,0,-50000,50000,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 00-01,INVESTMENT INCOME,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 00-01,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 00-01,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 00-01 Total,,,,,,,0,-50000,50000,0,0,0,2
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011,FEDERAL GRANTS,,,,,,139261,637529,-364744,-130133,0,230077,3
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011,HOME HUD PROGRAM YEAR 2009,,,,,,0,0,262671,0,0,0,3
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011,HOME HUD PROGRAM YEAR 2010,,,,,,0,0,77782,0,176679,0,3
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011,HOME HUD PROGRAM YEAR 2011,,,,,,0,0,110543,0,2100,3150,3
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011,HOME HUD PROGRAM YEAR 2012,,,,,,0,0,0,0,2100,3200,3
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011,INTEREST INCOME - DCD LOANS,,,,,,80468,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011,LATE CHARGES-DCD LOANS,,,,,,1749,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011,SALE OF PROPERTY,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011,OTHER REIMBURSEMENTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011,REPAYMENT OF LOANS/NOTES,,,,,,552298,0,0,76842,0,0,3
COMMUNITY DEVELOPMENT,HOME PROGRAM 2010-2011 Total,,,,,,,773777,637529,86251,-53291,180879,236427,2
COMMUNITY DEVELOPMENT,HOME 2011-2012,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 2011-2012,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 2011-2012 Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,HOME 01-02,FEDERAL GRANTS,,,,,,3119,-73827,72938,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 01-02,HOME HUD PROGRAM YEAR 2008,,,,,,0,0,889,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 01-02,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 01-02,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 01-02 Total,,,,,,,3119,-73827,73827,0,0,0,2
COMMUNITY DEVELOPMENT,HOME FY 2012-2013,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2012-2013,HOME HUD PROGRAM YEAR 2011,,,,,,0,0,420767,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2012-2013,HOME HUD PROGRAM YEAR 2012,,,,,,0,0,63731,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2012-2013,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2012-2013,INTEREST INCOME - DCD LOANS,,,,,,0,0,72422,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2012-2013,LATE CHARGES-DCD LOANS,,,,,,0,0,1428,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2012-2013,SALE OF PROPERTY,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2012-2013,REPAYMENT OF LOANS/NOTES,,,,,,0,0,536905,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2012-2013 Total,,,,,,,0,0,1095253,0,0,0,2
COMMUNITY DEVELOPMENT,HOME FY 2011-2012,FEDERAL GRANTS,,,,,,0,137450,-137456,164640,88397,692782,3
COMMUNITY DEVELOPMENT,HOME FY 2011-2012,HOME HUD PROGRAM YEAR 2009,,,,,,0,0,0,0,28920,0,3
COMMUNITY DEVELOPMENT,HOME FY 2011-2012,HOME HUD PROGRAM YEAR 2010,,,,,,0,0,58339,0,91080,0,3
COMMUNITY DEVELOPMENT,HOME FY 2011-2012,HOME HUD PROGRAM YEAR 2011,,,,,,0,0,79111,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2011-2012,HOME HUD PROGRAM YEAR 2012,,,,,,0,0,0,0,40000,0,3
COMMUNITY DEVELOPMENT,HOME FY 2011-2012,MISCELLANEOUS OPERATING REVENU,,,,,,0,22925,0,-17923,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2011-2012,INTEREST INCOME - DCD LOANS,,,,,,0,80464,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2011-2012,LATE CHARGES-DCD LOANS,,,,,,0,1825,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2011-2012,SALE OF PROPERTY,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2011-2012,REPAYMENT OF LOANS/NOTES,,,,,,0,299523,5570,-76842,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2011-2012 Total,,,,,,,0,542186,5564,69875,248397,692782,2
COMMUNITY DEVELOPMENT,HOME 92-93,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 92-93 Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,HOME 02-03,FEDERAL GRANTS,,,,,,0,-32000,-60826,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 02-03,HOME HUD PROGRAM YEAR 2008,,,,,,0,0,92826,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 02-03,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 02-03,INVESTMENT INCOME,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 02-03,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 02-03,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 02-03 Total,,,,,,,0,-32000,32000,0,0,0,2
COMMUNITY DEVELOPMENT,HOME 03-04,FEDERAL GRANTS,,,,,,0,-21820,-33255,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 03-04,HOME HUD PROGRAM YEAR 2008,,,,,,0,0,55075,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 03-04,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 03-04,INVESTMENT INCOME,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 03-04,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 03-04,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 03-04 Total,,,,,,,0,-21820,21820,0,0,0,2
COMMUNITY DEVELOPMENT,HOME 04-05,FEDERAL GRANTS,,,,,,0,0,-50596,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05,HOME HUD PROGRAM YEAR 2008,,,,,,0,0,50596,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05,Housing,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05,TRANSFER FROM-HOUSING FUND,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05 Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,HOME 97-98,FEDERAL GRANTS,,,,,,10505,-5607,-4898,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 97-98,HOME HUD PROGRAM YEAR 2008,,,,,,0,0,10505,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 97-98,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 97-98,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 97-98 Total,,,,,,,10505,-5607,5607,0,0,0,2
COMMUNITY DEVELOPMENT,HOME 04-05,FEDERAL GRANTS,,,,,,24586,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05,Housing,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05,INVESTMENT INCOME,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05,TRANSFERS FROM HOME NOTES FUND,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05,TRANSFER FROM-HOUSING FUND,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 04-05 Total,,,,,,,24586,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,HOME PROGRAM INCOME POST FY13,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME PROGRAM INCOME POST FY13,INTEREST INCOME - DCD LOANS,,,,,,0,0,0,56303,52735,45073,3
COMMUNITY DEVELOPMENT,HOME PROGRAM INCOME POST FY13,LATE CHARGES-DCD LOANS,,,,,,0,0,0,1420,1380,1559,3
COMMUNITY DEVELOPMENT,HOME PROGRAM INCOME POST FY13,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,539451,533809,258895,3
COMMUNITY DEVELOPMENT,HOME PROGRAM INCOME POST FY13 Total,,,,,,,0,0,0,597174,587924,305528,2
COMMUNITY DEVELOPMENT,HOME: FY 2013-2014 (PY2013),FEDERAL GRANTS,,,,,,0,0,0,0,194919,76745,3
COMMUNITY DEVELOPMENT,HOME: FY 2013-2014 (PY2013),HOME HUD PROGRAM YEAR 2010,,,,,,0,0,0,0,222484,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2013-2014 (PY2013),HOME HUD PROGRAM YEAR 2011,,,,,,0,0,0,0,72616,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2013-2014 (PY2013),HOME HUD PROGRAM YEAR 2012,,,,,,0,0,0,0,49803,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2013-2014 (PY2013),MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2013-2014 (PY2013),INTEREST INCOME - DCD LOANS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2013-2014 (PY2013),LATE CHARGES-DCD LOANS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2013-2014 (PY2013),SALE OF PROPERTY,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2013-2014 (PY2013),REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,995,0,31526,3
COMMUNITY DEVELOPMENT,HOME: FY 2013-2014 (PY2013) Total,,,,,,,0,0,0,995,539822,108271,2
COMMUNITY DEVELOPMENT,HOME: FY 2014-2015 (PY2013),FEDERAL GRANTS,,,,,,0,0,0,0,79086,60336,3
COMMUNITY DEVELOPMENT,HOME: FY 2014-2015 (PY2013),HOUSING LIENS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2014-2015 (PY2013),MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2014-2015 (PY2013),INTEREST INCOME - DCD LOANS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2014-2015 (PY2013),LATE CHARGES-DCD LOANS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2014-2015 (PY2013),SALE OF PROPERTY,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2014-2015 (PY2013),REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,1839,3
COMMUNITY DEVELOPMENT,HOME: FY 2014-2015 (PY2013) Total,,,,,,,0,0,0,0,79086,62175,2
COMMUNITY DEVELOPMENT,HOME: FY 2015-2016 (PY2013),FEDERAL GRANTS,,,,,,0,0,0,0,0,76504,3
COMMUNITY DEVELOPMENT,HOME: FY 2015-2016 (PY2013),HOUSING LIENS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2015-2016 (PY2013),MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2015-2016 (PY2013),INTEREST INCOME - DCD LOANS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2015-2016 (PY2013),LATE CHARGES-DCD LOANS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2015-2016 (PY2013),REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2015-2016 (PY2013) Total,,,,,,,0,0,0,0,0,76504,2
COMMUNITY DEVELOPMENT,HOME: FY 2016-2017 (PY2013),FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2016-2017 (PY2013),MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2016-2017 (PY2013),REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME: FY 2016-2017 (PY2013) Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,HOME 2006-2007,DCD HOUSING GRANT CLEANUP FY13,,,,,,0,0,296821,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 2006-2007 Total,,,,,,,0,0,296821,0,0,0,2
COMMUNITY DEVELOPMENT,HOME 2006-2007 MASTER GRANT,FEDERAL GRANTS,,,,,,189021,-53770,-99510,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 2006-2007 MASTER GRANT,HOME HUD PROGRAM YEAR 2008,,,,,,0,0,99510,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 2006-2007 MASTER GRANT,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 2006-2007 MASTER GRANT,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME 2006-2007 MASTER GRANT Total,,,,,,,189021,-53770,0,0,0,0,2
COMMUNITY DEVELOPMENT,HOME FY 2007-2008,DCD HOUSING GRANT CLEANUP FY13,,,,,,0,0,26667,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2007-2008 Total,,,,,,,0,0,26667,0,0,0,2
COMMUNITY DEVELOPMENT,FY07-08 HOME PLAN & ADMIN,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,FY07-08 HOME PLAN & ADMIN Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,HOME FY07-08,FEDERAL GRANTS,,,,,,477033,0,-242377,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY07-08,HOME HUD PROGRAM YEAR 2008,,,,,,0,0,242377,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY07-08,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY07-08,INTEREST INCOME - DCD LOANS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY07-08,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY07-08,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY07-08 Total,,,,,,,477033,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,HOME FY2008-2009,FEDERAL GRANTS,,,,,,159915,36956,-363940,0,15000,0,3
COMMUNITY DEVELOPMENT,HOME FY2008-2009,CDBG HUD PROGRAM YEAR 2008,,,,,,0,0,2125,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY2008-2009,HOME HUD PROGRAM YEAR 2008,,,,,,0,0,332630,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY2008-2009,HOME HUD PROGRAM YEAR 2009,,,,,,0,0,24031,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY2008-2009,HOME HUD PROGRAM YEAR 2011,,,,,,0,0,5154,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY2008-2009,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY2008-2009,INTEREST INCOME - DCD LOANS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY2008-2009,LATE CHARGES-DCD LOANS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY2008-2009,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY2008-2009,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY2008-2009 Total,,,,,,,159915,36956,0,0,15000,0,2
COMMUNITY DEVELOPMENT,HOME FY 2009-2010,FEDERAL GRANTS,,,,,,12600,470193,-778678,0,117250,480183,3
COMMUNITY DEVELOPMENT,HOME FY 2009-2010,HOME HUD PROGRAM YEAR 2008,,,,,,0,0,212370,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2009-2010,HOME HUD PROGRAM YEAR 2009,,,,,,0,0,362699,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2009-2010,HOME HUD PROGRAM YEAR 2010,,,,,,0,0,12600,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2009-2010,HOME HUD PROGRAM YEAR 2011,,,,,,0,0,132514,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2009-2010,MISCELLANEOUS OPERATING REVENU,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2009-2010,INTEREST INCOME - DCD LOANS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2009-2010,LATE CHARGES-DCD LOANS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2009-2010,SALE OF PROPERTY,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2009-2010,REPAYMENT OF LOANS/NOTES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOME FY 2009-2010 Total,,,,,,,12600,470193,-58495,0,117250,480183,2
COMMUNITY DEVELOPMENT,DUPONT GRANT MOVED FROM 'K',GRANTS CLOSE OUT 2012,,,,,,0,-23928,0,0,0,0,3
COMMUNITY DEVELOPMENT,DUPONT GRANT MOVED FROM 'K',DONATIONS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,DUPONT GRANT MOVED FROM 'K' Total,,,,,,,0,-23928,0,0,0,0,2
COMMUNITY DEVELOPMENT,WEED & SEED HOUSING,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,WEED & SEED HOUSING,URBAN FAMILY INSTITUTE FROM DE,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,WEED & SEED HOUSING Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,WEED & SEED GRANT FUND,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,WEED & SEED GRANT FUND,FEDERAL PASSED THRU STATE,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,WEED & SEED GRANT FUND Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,LEAD BASED PAINT REDUCTION FUN,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,LEAD BASED PAINT REDUCTION FUN,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,LEAD BASED PAINT REDUCTION FUN,FEDERAL GRANTS,,,,,,0,0,56594,-23571,0,0,3
COMMUNITY DEVELOPMENT,LEAD BASED PAINT REDUCTION FUN,FEDERAL PASSED THRU STATE,,,,,,71813,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,LEAD BASED PAINT REDUCTION FUN,DURHAM COUNTY,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,LEAD BASED PAINT REDUCTION FUN,GRANTS CLOSE OUT 2012,,,,,,0,217313,0,0,0,0,3
COMMUNITY DEVELOPMENT,LEAD BASED PAINT REDUCTION FUN,TRANSFER FROM COMMUNITY DEVELO,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,LEAD BASED PAINT REDUCTION FUN,TRANSFER FROM HOME FUND,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,LEAD BASED PAINT REDUCTION FUN,TRANSFER FROM-HOUSING FUND,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,LEAD BASED PAINT REDUCTION FUN,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,LEAD BASED PAINT REDUCTION FUN Total,,,,,,,71813,217313,56594,-23571,0,0,2
COMMUNITY DEVELOPMENT,EDI GRANTS FUND,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,EDI GRANTS FUND Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,HOUSING EDI GRANTS,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,HOUSING EDI GRANTS Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,OTHER HUD GRANTS FUND,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,OTHER HUD GRANTS FUND,TRANSFER FROM-HOUSING FUND,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,OTHER HUD GRANTS FUND,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,OTHER HUD GRANTS FUND Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,EMERGENCY SOLUTIONS FY2014,FEDERAL GRANTS,,,,,,0,0,0,3525,107046,8965,3
COMMUNITY DEVELOPMENT,EMERGENCY SOLUTIONS FY2014 Total,,,,,,,0,0,0,3525,107046,8965,2
COMMUNITY DEVELOPMENT,EMERGENCY SOLUTIONS FY2015,FEDERAL GRANTS,,,,,,0,0,0,0,27449,118208,3
COMMUNITY DEVELOPMENT,EMERGENCY SOLUTIONS FY2015 Total,,,,,,,0,0,0,0,27449,118208,2
COMMUNITY DEVELOPMENT,EMERGENCY SOLUTIONS FY2016,FEDERAL GRANTS,,,,,,0,0,0,0,0,20232,3
COMMUNITY DEVELOPMENT,EMERGENCY SOLUTIONS FY2016 Total,,,,,,,0,0,0,0,0,20232,2
COMMUNITY DEVELOPMENT,EMERGENCY SOLUTIONS FY2017,FEDERAL GRANTS,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,EMERGENCY SOLUTIONS FY2017 Total,,,,,,,0,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,EMERG SHELTER S-XX-MC-370006,FEDERAL GRANTS,,,,,,60037,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,EMERG SHELTER S-XX-MC-370006,ESG SUBRECIPIENT MATCHING REV,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,EMERG SHELTER S-XX-MC-370006,TRANSFERS FROM RESERVES,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,EMERG SHELTER S-XX-MC-370006,TRANSFER FROM AFFORDABLE HOUSI,,,,,,0,0,0,0,0,0,3
COMMUNITY DEVELOPMENT,EMERG SHELTER S-XX-MC-370006 Total,,,,,,,60037,0,0,0,0,0,2
COMMUNITY DEVELOPMENT,EMERGENCY SHELTER 2010-2011,FEDERAL GRANTS,,,,,,35758,49382,0,0,0,0,3
COMMUNITY DEVELOPMENT,EMERGENCY SHELTER 2010-2011 Total,,,,,,,35758,49382,0,0,0,0,2
COMMUNITY DEVELOPMENT,ESG 2011-2012,FEDERAL GRANTS,,,,,,0,54778,37437,41033,0,0,3
COMMUNITY DEVELOPMENT,ESG 2011-2012 Total,,,,,,,0,54778,37437,41033,0,0,2
COMMUNITY DEVELOPMENT,ESG 2012-2013,FEDERAL GRANTS,,,,,,0,0,19200,126056,7504,0,3
COMMUNITY DEVELOPMENT,ESG 2012-2013 Total,,,,,,,0,0,19200,126056,7504,0,2
COMMUNITY DEVELOPMENT,NEIGHBORHOOD STABILIZATION PRO,FEDERAL PASSED THRU STATE,,,,,,1183771,791048,197669,0,0,0,3
COMMUNITY DEVELOPMENT,NEIGHBORHOOD STABILIZATION PRO Total,,,,,,,1183771,791048,197669,0,0,0,2
