LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,TOOLTIP,SOURCE,SOURCE URL,2011,2012,2013,2014,2015,2016,LEVEL
POLICE,PUBLIC SAFETY IMPROVEMENTS,NON-FIXED ASSET EQUIPMENT,,,,,,0,97288,2085,165186,-158300,1400,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,CIP PROFESSIONAL SERVICES BLDG,,,,,,129942,20035,0,0,-149977,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,FURNITURE & EQUIPMENT,,,,,,0,0,12397744,449804,-378379,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,RETAINAGE,,,,,,5775,-5775,0,0,0,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,,,,,,,135717,111548,12399829,644507,-651018,11812,2
POLICE,PUBLIC SAFETY IMPROVEMENTS,CONSTRUCTION IN PROGRESS,,,,,,0,0,0,0,-2441219,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,CIP PROFESSIONAL SERVICES BLDG,,,,,,0,28140,2000,0,-20216,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,BUILDINGS,,,,,,0,0,1800,0,-70505,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,RETAINAGE,,,,,,0,0,0,0,0,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,,,,,,,0,28140,3800,0,-2531940,0,2
POLICE,PUBLIC SAFETY IMPROVEMENTS,PERSONAL SERVICES DISTRIBUTION,,,,,,0,0,0,0,-38364,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,POSTAGE,,,,,,0,0,0,0,-19,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,PRINTING & DUPLICATION,,,,,,0,0,0,0,-1465,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,NON-FIXED ASSET EQUIPMENT,,,,,,0,0,0,0,-85641,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,NON-FIXED ASSET IMPROVEMENTS,,,,,,-363,4136,0,0,-5973,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,ADVERTISING,,,,,,0,0,0,0,-411,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,LAND,,,,,,0,0,0,0,-56908,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,CONSTRUCTION IN PROGRESS,,,,,,0,0,0,0,-3039218,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,CIP PROFESSIONAL SERVICES BLDG,,,,,,0,0,0,0,-159214,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,CIP PROF SERVICES,,,,,,0,0,0,0,-58174,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,BUILDINGS,,,,,,31254,31245,0,0,-147161,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,PROFESSIONAL SERVICES-BUILDING,,,,,,28964,0,0,0,-40785,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,RETAINAGE,,,,,,0,0,0,0,0,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,,,,,,,59855,35381,0,0,-3633333,0,2
POLICE,PUBLIC SAFETY IMPROVEMENTS,NON-FIXED ASSET EQUIPMENT,,,,,,0,316,1547,17080,-1018943,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,NON-FIXED ASSET IMPROVEMENTS,,,,,,0,489,160,899,-1474,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,CONSTRUCTION IN PROGRESS,,,,,,0,0,3275,444216,-384771,264030,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,CIP PROFESSIONAL SERVICES BLDG,,,,,,0,96173,24997,32021,-151316,1156,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,TRANSFER TO DOWNTOWN REV,,,,,,,,0,,,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,,,,,,,0,96978,29980,494217,-1556504,265185,2
POLICE,PUBLIC SAFETY IMPROVEMENTS,EQUIPMENT MAINTENANCE & SERVIC,,,,,,0,0,0,0,-34083,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,NON-FIXED ASSET EQUIPMENT,,,,,,55131,1878,0,0,-236516,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,NON-FIXED ASSET IMPROVEMENTS,,,,,,0,0,0,0,-7562,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS,FURNITURE & EQUIPMENT,,,,,,0,75693,17700,0,-7636840,0,3
POLICE,PUBLIC SAFETY IMPROVEMENTS  Total,,,,,,,55131,77571,17700,0,-7915001,0,2
POLICE,2009 PUBLIC SAFETY LOBS,NON-FIXED ASSET EQUIPMENT,,,,,,1703,3114,850,0,0,0,3
POLICE,2009 PUBLIC SAFETY LOBS,FURNITURE & EQUIPMENT,,,,,,571581,36758,0,0,0,0,3
POLICE,2009 PUBLIC SAFETY LOBS,APPROPRIATIONS NOT AUTHORIZED,,,,,,-1700,0,0,0,0,0,3
POLICE,2009 PUBLIC SAFETY LOBS  Total,,,,,,,571584,39872,850,500000,107997,0,2
POLICE,2013 AB LOBS,POSTAGE,,,,,,,,0,,226,0,3
POLICE,2013 AB LOBS,EQUIPMENT RENTALS,,,,,,,,0,,1411,0,3
POLICE,2013 AB LOBS,NON-FIXED ASSET IMPROVEMENTS,,,,,,,,0,,,-4,3
POLICE,2013 AB LOBS,LAND,,,,,,,,0,,5726089,0,3
POLICE,2013 AB LOBS,CONSTRUCTION IN PROGRESS,,,,,,,,0,,25471,31808,3
POLICE,2013 AB LOBS,CIP PROFESSIONAL SERVICES BLDG,,,,,,,,0,,476431,495301,3
POLICE,2013 AB LOBS,CONTRACT CONTINGENCIES,,,,,,,,0,,0,0,3
POLICE,2013 AB LOBS,FURNITURE & EQUIPMENT,,,,,,,,0,,536699,0,3
POLICE,2013 AB LOBS,APPROPRIATIONS NOT AUTHORIZED,,,,,,,,0,,0,0,3
POLICE,2013 AB LOBS  Total,,,,,,,,,0,,6766327,527105,2
POLICE,2012 2/3 BONDS,ELECTRICITY,,,,,,,,0,,,1610,3
POLICE,2012 2/3 BONDS,WATER,,,,,,,,0,,,1088,3
POLICE,2012 2/3 BONDS,NON-FIXED ASSET IMPROVEMENTS,,,,,,,,0,,,0,3
POLICE,2012 2/3 BONDS,LAND,,,,,,,,0,,,78,3
POLICE,2012 2/3 BONDS,CONSTRUCTION IN PROGRESS,,,,,,0,0,222509,64411,-18228,4680,3
POLICE,2012 2/3 BONDS,CIP PROFESSIONAL SERVICES BLDG,,,,,,0,0,6800,51185,128576,1047332,3
POLICE,2012 2/3 BONDS,RETAINAGE,,,,,,0,0,5705,-5705,0,0,3
POLICE,2012 2/3 BONDS  Total,,,,,,,0,0,235014,109891,110348,1054788,2
POLICE,LEO SPECIAL RETIREMENT ALLOWAN,PART-TIME PERSONNEL,,,,,,1270654,1424634,1650744,1765652,1746623,0,3
POLICE,LEO SPECIAL RETIREMENT ALLOWAN,FICA EXPENSE,,,,,,68089,78679,87588,89757,95381,0,3
POLICE,LEO SPECIAL RETIREMENT ALLOWAN,MEDICARE EXPENSE,,,,,,15923,18401,20410,20843,22307,0,3
POLICE,LEO SPECIAL RETIREMENT ALLOWAN,DENTAL INSURANCE PREMIUM,,,,,,0,0,0,0,0,0,3
POLICE,LEO SPECIAL RETIREMENT ALLOWAN,RETIREMENT CONTRIBUTIONS-LEO,,,,,,0,0,0,0,0,0,3
POLICE,LEO SPECIAL RETIREMENT ALLOWAN,SPECIAL LAW ENFORCEMENT 401(K),,,,,,0,0,0,0,0,0,3
POLICE,LEO SPECIAL RETIREMENT ALLOWAN,LEO SPECIAL SEPARATION ALLOWAN,,,,,,0,0,0,0,0,0,3
POLICE,LEO SPECIAL RETIREMENT ALLOWAN,PROFESSIONAL SERVICES,,,,,,1100,1106,1121,1200,1211,0,3
POLICE,LEO SPECIAL RETIREMENT ALLOWAN  Total,,,,,,,1355766,1522820,1759863,1877452,1869700,0,2
POLICE,POLICE FIXED ASSETS,DEPRECIATION EXPENSE INFRASTRU,,,,,,0,5198,5198,5999,5999,5999,3
POLICE,POLICE FIXED ASSETS,DEPRECIATION EXPENSE BUILDINGS,,,,,,448455,450716,451005,451086,461464,461464,3
POLICE,POLICE FIXED ASSETS,DEPRECIATION EXPENSE EQUIPMENT,,,,,,89227,1852367,2196483,5268089,5007058,4517881,3
POLICE,POLICE FIXED ASSETS  Total,,,,,,,537682,2308280,2652686,5725174,5474521,4985344,2
POLICE,POLICE GRANTS FIXED ASSETS,DEPRECIATION EXPENSE INFRASTRU,,,,,,7100,7100,7100,7100,7100,7100,3
POLICE,POLICE GRANTS FIXED ASSETS,DEPRECIATION EXPENSE BUILDINGS,,,,,,37404,36727,34603,34111,6081,6081,3
POLICE,POLICE GRANTS FIXED ASSETS,DEPRECIATION EXPENSE EQUIPMENT,,,,,,80032,68773,67093,31294,61730,59277,3
POLICE,POLICE GRANTS FIXED ASSETS  Total,,,,,,,124536,112600,108796,72505,74911,72458,2
POLICE,POLICE DEPT GASB 34 CONV,LEO NET PENSION ASSETS,,,,,,0,77044,-29887,12896,613057,585011,3
POLICE,POLICE DEPT GASB 34 CONV,CAPITAL OUTLAY,,,,,,-777030,-321022,-12789080,-1795006,-6696935,-2674653,3
POLICE,POLICE DEPT GASB 34 CONV  Total,,,,,,,-777030,-243978,-12818967,-1782110,-6083878,-2089642,2
POLICE Total,,,,,,,,53400841,57033879,57783666,61458085,59573823,61459060,1
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,FULL TIME PERSONNEL,,,,,,148623,187353,189494,115626,108639,136550,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,FICA EXPENSE,,,,,,9194,10081,10664,8368,7538,10366,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,MEDICARE EXPENSE,,,,,,2150,2358,2580,2005,1822,2512,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,LIFE INSURANCE,,,,,,359,329,359,212,208,258,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,DENTAL INSURANCE PREMIUM,,,,,,718,832,1012,698,658,950,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,ICMA RET HEALTH SAVINGS PLAN,,,,,,0,521,1002,975,977,1264,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,BC/BS HEALTH INS - CITY,,,,,,10934,15069,19576,15380,12832,18623,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,RETIREMENT CONTRIBUTIONS-LGERS,,,,,,10033,11743,12757,7718,7735,8947,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,RETIREMENT CONTRIBUTIONS-LEO,,,,,,0,0,0,0,0,0,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,NON-LAW ENFORCEMENT 401-K,,,,,,4417,6828,8517,4912,4923,6707,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,CELLPHONE,,,,,,720,60,0,0,0,0,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,OFFICE SUPPLIES,,,,,,945,1519,3136,2432,2379,2286,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,POSTAGE,,,,,,10,46,66,141,85,315,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,PRINTING-INTERNAL SERVICES,,,,,,1031,832,532,1276,7360,3116,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,PRINTING-EXTERNAL SERVICES,,,,,,0,0,0,0,0,0,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,SPECIALIZED DEPARTMENT SUPPLIE,,,,,,0,0,100,0,2847,52,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,SAFETY SHOES,,,,,,0,0,0,190,0,114,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,COMMUNICATIONS,,,,,,0,0,0,0,2640,0,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,LOCAL TELEPHONE SERVICE,,,,,,4340,362,2610,2143,2420,2452,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,LONG DISTANCE TELEPHONE SERVIC,,,,,,67,0,0,0,0,0,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,CELLULAR PHONE,,,,,,0,753,664,1340,1848,3351,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,IPT TELEPHONE CHARGES,,,,,,30259,34279,40490,41676,0,0,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,GASOLINE,,,,,,288,445,423,447,124,56,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,AUTOMOTIVE & VEHICLE MAINTENAN,,,,,,27,56,72,34,197,29,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,TRAVEL,,,,,,199,483,7490,2749,327,2309,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,PARKING CHARGES,,,,,,960,880,1040,1160,1200,1200,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,TRAINING & RELATED TRAVEL,,,,,,0,4000,3524,2887,9730,10642,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,DUES & PROFESSIONAL MEMBERSHIP,,,,,,0,155,448,224,320,924,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,SUBSCRIPTIONS,,,,,,167,378,410,501,542,646,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,PROFESSIONAL SERVICES,,,,,,0,0,0,2198,25,25,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,NON-FIXED ASSET EQUIPMENT,,,,,,0,0,0,667,9035,4375,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,NON-FIXED ASSET COMPUTER SOFTW,,,,,,0,889,377,0,10877,2218,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,SPECIAL CONTRACTUAL SERVICES,,,,,,1414,0,1600,0,0,0,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,OTHER OPERATING COSTS,,,,,,30314,14099,15636,21996,15485,18827,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO,GENERAL & ADMINISTRATIVE,,,,,,,,0,,,0,3
PUBLIC WORKS,OFFICE OF PUBLIC WORKS DIRECTO  Total,,,,,,,257168,294351,324581,268503,248493,288886,2
PUBLIC WORKS,GIS & BILLING GROUP,FULL TIME PERSONNEL,,,,,,120034,133129,142529,129106,104182,121132,3
PUBLIC WORKS,GIS & BILLING GROUP,FICA EXPENSE,,,,,,6897,8552,8557,7739,6351,7088,3
PUBLIC WORKS,GIS & BILLING GROUP,MEDICARE EXPENSE,,,,,,1613,2000,2001,1810,1485,1658,3
PUBLIC WORKS,GIS & BILLING GROUP,LIFE INSURANCE,,,,,,243,305,290,252,201,217,3
PUBLIC WORKS,GIS & BILLING GROUP,DENTAL INSURANCE PREMIUM,,,,,,639,719,730,668,577,727,3
PUBLIC WORKS,GIS & BILLING GROUP,BC/BS HEALTH INS - CITY,,,,,,13799,16527,16751,14377,11198,14324,3
PUBLIC WORKS,GIS & BILLING GROUP,RETIREMENT CONTRIBUTIONS-LGERS,,,,,,7327,9809,9602,9086,7379,7986,3
PUBLIC WORKS,GIS & BILLING GROUP,NON-LAW ENFORCEMENT 401-K,,,,,,3461,5703,6411,5784,4697,5986,3
PUBLIC WORKS,GIS & BILLING GROUP,CELLPHONE,,,,,,0,270,360,360,150,0,3
PUBLIC WORKS,GIS & BILLING GROUP,OFFICE SUPPLIES,,,,,,2993,4025,5496,5153,1726,1089,3
PUBLIC WORKS,GIS & BILLING GROUP,PRINTING-INTERNAL SERVICES,,,,,,20,71,0,0,0,0,3
PUBLIC WORKS,GIS & BILLING GROUP,CELLULAR PHONE,,,,,,710,0,0,0,69,0,3
PUBLIC WORKS,GIS & BILLING GROUP,TRAVEL,,,,,,250,0,259,0,1892,822,3
PUBLIC WORKS,GIS & BILLING GROUP,TRAINING & RELATED TRAVEL,,,,,,0,0,377,1438,0,0,3
PUBLIC WORKS,GIS & BILLING GROUP,GENERAL CITY MEMBERSHIP & DUES,,,,,,0,75,75,0,0,0,3
PUBLIC WORKS,GIS & BILLING GROUP,NON-FIXED ASSET EQUIPMENT,,,,,,3730,297,2161,0,3616,1379,3
PUBLIC WORKS,GIS & BILLING GROUP,NON-FIXED ASSET COMPUTER SOFTW,,,,,,3575,959,820,1989,1216,854,3
PUBLIC WORKS,GIS & BILLING GROUP,SPECIAL CONTRACTUAL SERVICES,,,,,,0,0,792,31637,10571,0,3
PUBLIC WORKS,GIS & BILLING GROUP,OTHER OPERATING COSTS,,,,,,0,716,716,721,680,759,3
PUBLIC WORKS,GIS & BILLING GROUP  Total,,,,,,,165291,183157,197926,210195,156351,164701,2
PUBLIC WORKS,STREET MAINTENANCE,OFFICE SUPPLIES,,,,,,0,0,0,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,POSTAGE,,,,,,0,0,7,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,PRINTING-INTERNAL SERVICES,,,,,,0,236,0,878,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,SPECIALIZED DEPARTMENT SUPPLIE,,,,,,0,0,107,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,SMALL HAND TOOLS,,,,,,0,415,0,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,EQUIPMENT RENTALS,,,,,,0,32,0,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,CELLULAR PHONE,,,,,,0,462,0,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,MACHINERY & EQUIPMENT MAINTENA,,,,,,0,71,0,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,,,,,,,0,1215,115,953,0,0,2
PUBLIC WORKS,STREET MAINTENANCE,FULL TIME PERSONNEL,,,,,,2460986,2550608,2389255,2101410,1932148,1840727,3
PUBLIC WORKS,STREET MAINTENANCE,PART-TIME PERSONNEL,,,,,,0,0,0,11148,27221,105425,3
PUBLIC WORKS,STREET MAINTENANCE,OVERTIME,,,,,,47960,43072,59600,129218,174685,223757,3
PUBLIC WORKS,STREET MAINTENANCE,LONGEVITY,,,,,,0,0,0,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,FICA EXPENSE,,,,,,144504,154887,140259,128151,124197,121770,3
PUBLIC WORKS,STREET MAINTENANCE,MEDICARE EXPENSE,,,,,,33795,36223,32802,29971,29046,28478,3
PUBLIC WORKS,STREET MAINTENANCE,LIFE INSURANCE,,,,,,5514,5566,4801,4102,3772,3472,3
PUBLIC WORKS,STREET MAINTENANCE,DENTAL INSURANCE PREMIUM,,,,,,19030,22849,22418,19756,18411,18283,3
PUBLIC WORKS,STREET MAINTENANCE,ICMA RET HEALTH SAVINGS PLAN,,,,,,12791,20295,21330,19939,19350,19411,3
PUBLIC WORKS,STREET MAINTENANCE,BC/BS HEALTH INS - CITY,,,,,,523216,577284,564273,461570,410089,374766,3
PUBLIC WORKS,STREET MAINTENANCE,RETIREMENT CONTRIBUTIONS-LGERS,,,,,,157680,184844,165014,155841,150377,136213,3
PUBLIC WORKS,STREET MAINTENANCE,NON-LAW ENFORCEMENT 401-K,,,,,,74494,107468,110173,99190,95714,102113,3
PUBLIC WORKS,STREET MAINTENANCE,SALARY ALLOCATION,,,,,,0,0,0,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,OFFICE SUPPLIES,,,,,,1656,2457,3579,3088,3909,3336,3
PUBLIC WORKS,STREET MAINTENANCE,POSTAGE,,,,,,-40,19,1,16,0,55,3
PUBLIC WORKS,STREET MAINTENANCE,PRINTING-INTERNAL SERVICES,,,,,,5009,3821,4879,5917,8779,9005,3
PUBLIC WORKS,STREET MAINTENANCE,SANITATION & CLEANING MATERIAL,,,,,,1710,2506,1314,1218,150,1396,3
PUBLIC WORKS,STREET MAINTENANCE,CHEMICALS,,,,,,224167,15652,17626,95099,111588,106821,3
PUBLIC WORKS,STREET MAINTENANCE,SPECIALIZED DEPARTMENT SUPPLIE,,,,,,10371,-1174,23073,40961,19505,22995,3
PUBLIC WORKS,STREET MAINTENANCE,SMALL HAND TOOLS,,,,,,9574,8461,5172,8756,3237,2655,3
PUBLIC WORKS,STREET MAINTENANCE,UNIFORMS & CLOTHING PURCHASES,,,,,,16314,15742,20056,15127,12393,12591,3
PUBLIC WORKS,STREET MAINTENANCE,UNIFORMS & LAUNDRY SERVICES,,,,,,0,0,0,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,SAFETY SHOES,,,,,,7600,8472,7370,6949,7067,7524,3
PUBLIC WORKS,STREET MAINTENANCE,MASONRY MATERIALS,,,,,,7491,2616,10591,5279,2383,9592,3
PUBLIC WORKS,STREET MAINTENANCE,CEMENT,,,,,,46660,46348,40498,64952,62895,206561,3
PUBLIC WORKS,STREET MAINTENANCE,ASPHALT,,,,,,496715,675576,490344,763899,530392,808924,3
PUBLIC WORKS,STREET MAINTENANCE,STONE,,,,,,59186,42586,22891,44614,47324,48637,3
PUBLIC WORKS,STREET MAINTENANCE,CAST IRON & STRUCTURAL STEEL,,,,,,0,0,1601,0,2835,4514,3
PUBLIC WORKS,STREET MAINTENANCE,OTHER MATERIALS,,,,,,4681,977,9717,1014,10197,8288,3
PUBLIC WORKS,STREET MAINTENANCE,EQUIPMENT RENTALS,,,,,,1533,0,1462,35960,62605,93433,3
PUBLIC WORKS,STREET MAINTENANCE,LOCAL TELEPHONE SERVICE,,,,,,0,0,85,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,LONG DISTANCE TELEPHONE SERVIC,,,,,,0,0,0,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,CELLULAR PHONE,,,,,,5259,5201,4239,7309,6874,10941,3
PUBLIC WORKS,STREET MAINTENANCE,INTERNET ACCESS,,,,,,,,0,,,4063,3
PUBLIC WORKS,STREET MAINTENANCE,ELECTRICITY,,,,,,18449,21783,22160,23111,30736,20178,3
PUBLIC WORKS,STREET MAINTENANCE,SOLID WASTE CHARGES,,,,,,0,1135,0,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,LANDFILL CHARGES,,,,,,44566,25106,17092,46710,35212,32504,3
PUBLIC WORKS,STREET MAINTENANCE,NATURAL GAS,,,,,,3929,3396,5515,6554,5320,2838,3
PUBLIC WORKS,STREET MAINTENANCE,WATER,,,,,,1728,2340,2857,3541,5675,1662,3
PUBLIC WORKS,STREET MAINTENANCE,STORM WATER RUN-OFF,,,,,,7793,8491,9241,10023,11330,7675,3
PUBLIC WORKS,STREET MAINTENANCE,GASOLINE,,,,,,61222,69981,63619,52398,43857,33924,3
PUBLIC WORKS,STREET MAINTENANCE,DIESEL OIL,,,,,,131859,145918,134581,148252,107510,66747,3
PUBLIC WORKS,STREET MAINTENANCE,MOTOR OILS & LUBRICANTS,,,,,,511,0,685,6,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,PROPANE,,,,,,3321,3215,3236,2692,1712,1802,3
PUBLIC WORKS,STREET MAINTENANCE,AUTOMOTIVE & VEHICLE MAINTENAN,,,,,,264329,234027,260089,253246,262348,293856,3
PUBLIC WORKS,STREET MAINTENANCE,INTERNAL SERVICES,,,,,,0,0,0,0,0,0,3
PUBLIC WORKS,STREET MAINTENANCE,EXTERNAL SERVICES,,,,,,1802,3602,2682,5229,9117,0,3
PUBLIC WORKS,STREET MAINTENANCE,MACHINERY & EQUIPMENT MAINTENA,,,,,,14789,10747,1269,3923,4650,4921,3
PUBLIC WORKS,STREET MAINTENANCE,EQUIPMENT MAINTENANCE & SERVIC,,,,,,617,201,1877,135,2503,4762,3
PUBLIC WORKS,STREET MAINTENANCE,FACILITIES & GROUNDS MAINTENAN,,,,,,5338,3973,3534,766,13659,7335,3
PUBLIC WORKS,STREET MAINTENANCE,MAINTENANCE & REPAIR MATERIALS,,,,,,10282,8869,120,335,2723,242,3
PUBLIC WORKS,STREET MAINTENANCE,TRAVEL,,,,,,485,48,2016,3699,3806,6592,3
PUBLIC WORKS,STREET MAINTENANCE,MEALS,,,,,,991,3144,1527,434,1064,2191,3
PUBLIC WORKS,STREET MAINTENANCE,TRAINING & RELATED TRAVEL,,,,,,5603,2903,27301,16690,20084,21955,3
PUBLIC WORKS,STREET MAINTENANCE,DUES & PROFESSIONAL MEMBERSHIP,,,,,,155,159,179,843,1347,659,3
PUBLIC WORKS,STREET MAINTENANCE,SUBSCRIPTIONS,,,,,,0,0,0,99,314,179,3
PUBLIC WORKS,STREET MAINTENANCE,PROFESSIONAL SERVICES,,,,,,21863,6392,22010,12813,116042,14558,3
PUBLIC WORKS,STREET MAINTENANCE,NON-FIXED ASSET EQUIPMENT,,,,,,22186,17397,20771,35956,30126,11406,3
PUBLIC WORKS,STREET MAINTENANCE,SPECIAL CONTRACTUAL SERVICES,,,,,,1392,4940,0,115981,86010,395000,3
PUBLIC WORKS,STREET MAINTENANCE,OTHER OPERATING COSTS,,,,,,233,1463,0,524,1105,10311,3
PUBLIC WORKS,STREET MAINTENANCE,GENERAL & ADMINISTRATIVE,,,,,,1846,3158,825,3644,2931,5080,3
PUBLIC WORKS,STREET MAINTENANCE,FURNITURE & EQUIPMENT,,,,,,0,11030,4500,0,0,4000,3
PUBLIC WORKS,STREET MAINTENANCE  Total,,,,,,,5003142,5125771,4782107,5276233,5530632,5289692,2
PUBLIC WORKS,PW-ENGINEERING SERVICES,FULL TIME PERSONNEL,,,,,,1294454,1069191,736627,653693,651225,679329,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,PART-TIME PERSONNEL,,,,,,0,0,0,11879,12313,47147,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,OVERTIME,,,,,,8348,9451,5164,92,550,157,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,LONGEVITY,,,,,,0,0,0,0,0,0,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,FICA EXPENSE,,,,,,74915,65327,42882,38316,38442,40129,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,MEDICARE EXPENSE,,,,,,17521,15278,10029,8961,8990,9385,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,LIFE INSURANCE,,,,,,2908,2343,1478,1275,1276,1315,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,DENTAL INSURANCE PREMIUM,,,,,,7735,7557,5625,4896,5050,5440,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,ICMA RET HEALTH SAVINGS PLAN,,,,,,1260,2800,2660,4634,4682,5272,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,BC/BS HEALTH INS - CITY,,,,,,199482,175590,123531,103374,109596,115875,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,RETIREMENT CONTRIBUTIONS-LGERS,,,,,,83022,77646,50017,46044,46166,46104,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,NON-LAW ENFORCEMENT 401-K,,,,,,39223,45143,33394,29307,29383,34560,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,CELLPHONE,,,,,,2880,2910,1800,1440,1440,1440,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,SALARY ALLOCATION,,,,,,-381044,-170412,-149358,0,0,0,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,OFFICE SUPPLIES,,,,,,1871,2944,3542,4425,2496,3309,3
PUBLIC WORKS,PW-ENGINEERING SERVICES,POSTAGE,,,,,,1761,1069,1401,693,921,389,3
